GCF_044361425.1	strain	JCM5828
GCF_044361425.1	host	sheep
GCF_044361425.1	isolation_source	fece
GCF_044361425.1	collection_date	2020-10-30
GCF_044361425.1	geo_loc_name	China: Shaanxi
GCF_044361425.1	sample_type	single bacteria culture
GCF_044361425.1	type-material	type strain of Bacteroides uniformis
GCF_015548005.1	strain	1001136B_160425_A4
GCF_015548005.1	note	Bacteroides_uniformis_1001136B_160425_A4
GCF_015548005.1	host	Homo sapiens
GCF_015548005.1	isolation_source	stool
GCF_015548005.1	collection_date	2016-04-25
GCF_015548005.1	geo_loc_name	USA
GCF_015548005.1	sample_type	whole organism
GCF_016117815.1	strain	FDAARGOS_901
GCF_016117815.1	isolate	Not applicable
GCF_016117815.1	collected_by	DSMZ
GCF_016117815.1	collection_date	Unknown
GCF_016117815.1	geo_loc_name	Not applicable
GCF_016117815.1	isolation_source	missing
GCF_016117815.1	lat_lon	Not applicable
GCF_016117815.1	culture_collection	DSM:6597
GCF_016117815.1	host	missing
GCF_016117815.1	host_age	Unknown
GCF_016117815.1	host_description	Not applicable
GCF_016117815.1	host_disease	Unknown
GCF_016117815.1	host_disease_outcome	Unknown
GCF_016117815.1	host_disease_stage	Unknown
GCF_016117815.1	host_health_state	Unknown
GCF_016117815.1	host_sex	Unknown
GCF_016117815.1	identification method	Phenotypic and Molecular Methods
GCF_016117815.1	type-material	type strain of Bacteroides uniformis
GCF_021409535.1	strain	VPI-61
GCF_021409535.1	collection_date	not collected
GCF_021409535.1	env_broad_scale	human gut microbiome
GCF_021409535.1	env_local_scale	feces
GCF_021409535.1	env_medium	feces
GCF_021409535.1	geo_loc_name	not collected
GCF_021409535.1	host	Homo sapiens
GCF_021409535.1	isol_growth_condt	https://doi.org/10.1099/00207713-28-2-245
GCF_021409535.1	lat_lon	not collected
GCF_021409535.1	num_replicons	1
GCF_021409535.1	ref_biomaterial	https://doi.org/10.1099/00207713-28-2-245
GCF_025147485.1	collection_date	not applicable
GCF_025147485.1	env_broad_scale	not applicable
GCF_025147485.1	env_local_scale	not applicable
GCF_025147485.1	env_medium	not applicable
GCF_025147485.1	geo_loc_name	not applicable
GCF_025147485.1	host	Homo sapiens
GCF_025147485.1	isol_growth_condt	not applicable
GCF_025147485.1	lat_lon	not applicable
GCF_025147485.1	num_replicons	not applicable
GCF_025147485.1	ref_biomaterial	ATCC_8492
GCF_025147485.1	biomaterial_provider	ATCC
GCF_025147485.1	type-material	type strain of Bacteroides uniformis
GCF_025147485.1	culture_collection	ATCC:8492
GCF_025147485.1	strain	ATCC 8492
GCF_028539285.1	strain	ATCC 8492
GCF_028539285.1	host	Homo sapiens
GCF_028539285.1	collection_date	not applicable
GCF_028539285.1	geo_loc_name	not applicable
GCF_028539285.1	sample_type	not applicable
GCF_028539285.1	type-material	type strain of Bacteroides uniformis
GCF_028539285.1	culture_collection	ATCC:8492
GCF_040094575.1	strain	CLA-AA-H218
GCF_040094575.1	collection_date	2020-09-25
GCF_040094575.1	env_broad_scale	urban biome [ENVO:01000249]
GCF_040094575.1	env_local_scale	digestive tract environment [ENVO:01001033]
GCF_040094575.1	env_medium	fecal material [ENVO:00002003]
GCF_040094575.1	geo_loc_name	Germany:Aachen
GCF_040094575.1	host	Homo sapiens
GCF_040094575.1	isol_growth_condt	not provided
GCF_040094575.1	lat_lon	50.776389 N 6.043611 E
GCF_040094575.1	num_replicons	not provided
GCF_040094575.1	ref_biomaterial	not provided
GCF_040094575.1	host_age	Adult
GCF_040094575.1	host_taxid	9606
GCF_040094575.1	host_tissue_sampled	feces [UBERON:0001988]
GCF_040094575.1	rel_to_oxygen	anaerobe
GCF_047309345.1	strain	79-K17
GCF_047309345.1	collection_date	2019-08-20
GCF_047309345.1	env_broad_scale	ENVO:00000428
GCF_047309345.1	env_local_scale	Ileum
GCF_047309345.1	env_medium	Brush
GCF_047309345.1	geo_loc_name	Austria: Vienna
GCF_047309345.1	host	Homo sapiens
GCF_047309345.1	isolation_source	Ileum
GCF_047309345.1	isol_growth_condt	S aerob & anaerob, KV medium
GCF_047309345.1	lat_lon	48.2206 N 16.3468 E
GCF_047309345.1	num_replicons	1
GCF_047309345.1	ref_biomaterial	missing
GCF_047309345.1	biotic_relationship	commensal
GCF_047309345.1	collection_method	Brush
GCF_047309345.1	gastrointest_disord	Control-Patient
GCF_047309345.1	Biofilm location	No Biofilm
GCF_047310425.1	strain	94-K33
GCF_047310425.1	collection_date	2019-12-13
GCF_047310425.1	env_broad_scale	ENVO:00000428
GCF_047310425.1	env_local_scale	Ileum
GCF_047310425.1	env_medium	Brush
GCF_047310425.1	geo_loc_name	Austria: Vienna
GCF_047310425.1	host	Homo sapiens
GCF_047310425.1	isolation_source	Ileum
GCF_047310425.1	isol_growth_condt	S aerob & anaerob, KV medium
GCF_047310425.1	lat_lon	48.2206 N 16.3468 E
GCF_047310425.1	num_replicons	1
GCF_047310425.1	ref_biomaterial	missing
GCF_047310425.1	biotic_relationship	commensal
GCF_047310425.1	collection_method	Brush
GCF_047310425.1	gastrointest_disord	Control-Patient
GCF_047310425.1	Biofilm location	No Biofilm
GCF_047311385.1	strain	75-K15
GCF_047311385.1	collection_date	2019-08-01
GCF_047311385.1	env_broad_scale	ENVO:00000428
GCF_047311385.1	env_local_scale	Ileum
GCF_047311385.1	env_medium	Brush
GCF_047311385.1	geo_loc_name	Austria: Vienna
GCF_047311385.1	host	Homo sapiens
GCF_047311385.1	isolation_source	Ileum
GCF_047311385.1	isol_growth_condt	S aerob & anaerob, KV medium
GCF_047311385.1	lat_lon	48.2206 N 16.3468 E
GCF_047311385.1	num_replicons	1
GCF_047311385.1	ref_biomaterial	missing
GCF_047311385.1	biotic_relationship	commensal
GCF_047311385.1	collection_method	Brush
GCF_047311385.1	gastrointest_disord	Control-Patient
GCF_047311385.1	Biofilm location	No Biofilm
GCF_051274835.1	strain	DSM 6597
GCF_051274835.1	host	Homo sapiens
GCF_051274835.1	isolation_source	feces
GCF_051274835.1	collection_date	NA
GCF_051274835.1	geo_loc_name	NA
GCF_051274835.1	sample_type	Feces
GCF_051274835.1	type-material	type strain of Bacteroides uniformis
GCF_051274835.1	culture_collection	DSM:6597
GCF_052344865.1	isolate	gSpreadC_ID_3176
GCF_052344865.1	collection_date	2019-04-05
GCF_052344865.1	env_broad_scale	human gut
GCF_052344865.1	env_local_scale	stool
GCF_052344865.1	env_medium	fecal material [ENVO:00002003]
GCF_052344865.1	geo_loc_name	USA
GCF_052344865.1	isolation_source	human gut; stool
GCF_052344865.1	lat_lon	missing
GCF_052344865.1	host	Homo sapiens
GCF_052344865.1	host_age	missing
GCF_052344865.1	host_diet	Ketogenic
GCF_052344865.1	mag_assembled_from	Assembled from SRX5589559, SRS4550749
GCF_052344865.1	metagenomic	1
GCF_052344865.1	environmental-sample	1
GCF_052344865.1	sample_type	metagenomic assembly
GCF_052344865.1	metagenome_source	human gut metagenome
GCF_052344865.1	derived_from	SRR8800859
GCF_052344865.1	note	EA_SRX5589559-bin.7
GCF_052346485.1	isolate	gSpreadC_ID_3095
GCF_052346485.1	collection_date	2019-04-05
GCF_052346485.1	env_broad_scale	human gut
GCF_052346485.1	env_local_scale	stool
GCF_052346485.1	env_medium	fecal material [ENVO:00002003]
GCF_052346485.1	geo_loc_name	USA
GCF_052346485.1	isolation_source	human gut; stool
GCF_052346485.1	lat_lon	missing
GCF_052346485.1	host	Homo sapiens
GCF_052346485.1	host_age	missing
GCF_052346485.1	host_diet	Omnivore
GCF_052346485.1	mag_assembled_from	Assembled from SRX5589556, SRS4550746
GCF_052346485.1	metagenomic	1
GCF_052346485.1	environmental-sample	1
GCF_052346485.1	sample_type	metagenomic assembly
GCF_052346485.1	metagenome_source	human gut metagenome
GCF_052346485.1	derived_from	SRR8800862
GCF_052346485.1	note	EA_SRX5589556-bin.22
GCF_900107315.1	strain	DSM 6597
GCF_900107315.1	collection_date	missing
GCF_900107315.1	isol_growth_condt	missing
GCF_900107315.1	ref_biomaterial	missing
GCF_900107315.1	env_local_scale	missing
GCF_900107315.1	env_medium	missing
GCF_900107315.1	env_broad_scale	missing
GCF_900107315.1	num_replicons	missing
GCF_900107315.1	host	not applicable
GCF_900107315.1	geo_loc_name	missing
GCF_900107315.1	lat_lon	missing
GCF_900107315.1	isolation_source	missing
GCF_900107315.1	type-material	type strain of Bacteroides uniformis
GCF_964237915.1	ENA-CHECKLIST	ERC000011
GCF_964237915.1	ENA-FIRST-PUBLIC	2023-08-10T04:25:49Z
GCF_964237915.1	ENA-LAST-UPDATE	2023-08-10T04:25:49Z
GCF_964237915.1	External Id	SAMEA9956729
