GCF_009731575.1	100	0.35	2878459	55.5	sample_name	Akkermansia_muciniphila_JCM30893
GCF_009731575.1	100	0.35	2878459	55.5	collection_date	missing
GCF_009731575.1	100	0.35	2878459	55.5	env_broad_scale	missing
GCF_009731575.1	100	0.35	2878459	55.5	env_local_scale	missing
GCF_009731575.1	100	0.35	2878459	55.5	env_medium	missing
GCF_009731575.1	100	0.35	2878459	55.5	geo_loc_name	missing
GCF_009731575.1	100	0.35	2878459	55.5	host	Homo sapiens
GCF_009731575.1	100	0.35	2878459	55.5	isol_growth_condt	missing
GCF_009731575.1	100	0.35	2878459	55.5	lat_lon	missing
GCF_009731575.1	100	0.35	2878459	55.5	locus_tag_prefix	AKMU
GCF_009731575.1	100	0.35	2878459	55.5	num_replicons	missing
GCF_009731575.1	100	0.35	2878459	55.5	project_name	A_muchiniphila_JCM30893
GCF_009731575.1	100	0.35	2878459	55.5	ref_biomaterial	missing
GCF_009731575.1	100	0.35	2878459	55.5	strain	JCM 30893
GCF_000723745.2	95.07	0.35	2664738	56	Alias	GCA_000723745
GCF_000723745.2	95.07	0.35	2664738	56	Broker name	European Nucleotide Archive
GCF_000723745.2	95.07	0.35	2664738	56	ENA checklist	ERC000011
GCF_000723745.2	95.07	0.35	2664738	56	INSDC center alias	EBI
GCF_000723745.2	95.07	0.35	2664738	56	INSDC center name	European Bioinformatics Institute
GCF_000723745.2	95.07	0.35	2664738	56	INSDC first public	2014-11-20T12:20:15Z
GCF_000723745.2	95.07	0.35	2664738	56	INSDC last update	2014-11-20T11:56:31Z
GCF_000723745.2	95.07	0.35	2664738	56	INSDC status	public
GCF_000723745.2	95.07	0.35	2664738	56	SRA accession	ERS610980
GCF_000723745.2	95.07	0.35	2664738	56	sample_name	ERS610980
GCF_000723745.2	95.07	0.35	2664738	56	Title	BioSample entry for genome collection GCA_000723745
GCF_000723745.2	95.07	0.35	2664738	56	isolate	Urmite
GCF_001688765.2	99.3		2745278	55.5	strain	YL44
GCF_001688765.2	99.3		2745278	55.5	host	Mus musculus
GCF_001688765.2	99.3		2745278	55.5	collection_date	2015-02-26
GCF_001688765.2	99.3		2745278	55.5	geo_loc_name	Switzerland: Bern
GCF_001688765.2	99.3		2745278	55.5	sample_type	whole organism
GCF_002161325.1	99.65		2736972	55.5	ref_biomaterial	missing
GCF_002161325.1	99.65		2736972	55.5	collection_date	2016
GCF_002161325.1	99.65		2736972	55.5	rel_to_oxygen	anaerobe
GCF_002161325.1	99.65		2736972	55.5	host_body_habitat	caecum
GCF_002161325.1	99.65		2736972	55.5	isol_growth_condt	missing
GCF_002161325.1	99.65		2736972	55.5	geo_loc_name	not applicable
GCF_002161325.1	99.65		2736972	55.5	num_replicons	missing
GCF_002161325.1	99.65		2736972	55.5	isolation_source	caecum
