GCF_000759595.1	98.39	1.31	2305703	35	strain	Bpl1
GCF_000759595.1	98.39	1.31	2305703	35	collection_date	1998/1999
GCF_000759595.1	98.39	1.31	2305703	35	geo_loc_name	USA: State College, Pennsylvania
GCF_000759595.1	98.39	1.31	2305703	35	isolation_source	wild flies
GCF_000759595.1	98.39	1.31	2305703	35	host	Drosophila melanogaster
GCF_000759595.1	98.39	1.31	2305703	35	subsrc_note	collected in 1998 and 1999
GCF_000759595.1	98.39	1.31	2305703	35	sample_type	missing
GCF_000761115.1	98.72	1.02	2398091	35	strain	AI06
GCF_000761115.1	98.72	1.02	2398091	35	collection_date	2012-05
GCF_000761115.1	98.72	1.02	2398091	35	geo_loc_name	Brazil
GCF_000761115.1	98.72	1.02	2398091	35	isolation_source	Mesocarp of Euterpe oleracea
GCF_000761115.1	98.72	1.02	2398091	35	biomaterial_provider	Prof. Dr. Herve Louis Ghislain Rogez
GCF_000761115.1	98.72	1.02	2398091	35	host	Euterpe oleracea
GCF_000761115.1	98.72	1.02	2398091	35	host_tissue_sampled	mesocarp
GCF_000761115.1	98.72	1.02	2398091	35	passage_history	1
GCF_000761115.1	98.72	1.02	2398091	35	sample_type	missing
GCF_001437565.1	97.66	0.13	2245449	35	isol_growth_condt	missing
GCF_001437565.1	97.66	0.13	2245449	35	strain	LMG 7760
GCF_001437565.1	97.66	0.13	2245449	35	env_local_scale	missing
GCF_001437565.1	97.66	0.13	2245449	35	geo_loc_name	missing
GCF_001437565.1	97.66	0.13	2245449	35	lat_lon	missing
GCF_001437565.1	97.66	0.13	2245449	35	collection_date	1873
GCF_001437565.1	97.66	0.13	2245449	35	num_replicons	missing
GCF_001437565.1	97.66	0.13	2245449	35	env_medium	missing
GCF_001437565.1	97.66	0.13	2245449	35	env_broad_scale	missing
GCF_001437565.1	97.66	0.13	2245449	35	ref_biomaterial	missing
GCF_001437565.1	97.66	0.13	2245449	35	type-material	type strain of Lactobacillus xylosus
GCF_001540895.1	99.39	0.74	2392956	35	sample_type	swab culture
GCF_001540895.1	99.39	0.74	2392956	35	geo_loc_name	France
GCF_001540895.1	99.39	0.74	2392956	35	collection_date	2012
GCF_001540895.1	99.39	0.74	2392956	35	strain	Ll1596
GCF_001540895.1	99.39	0.74	2392956	35	isolation_source	teat canal
GCF_001540895.1	99.39	0.74	2392956	35	host	bovine
GCF_001645365.1	97.04	1.2	2542511	35.5	strain	WG2
GCF_001645365.1	97.04	1.2	2542511	35.5	isolation_source	cheese
GCF_001645365.1	97.04	1.2	2542511	35.5	collection_date	2016-01-01
