GCF_009648935.1	99.79	2.42	4917491	52	isolation_source	cilantro
GCF_009648935.1	99.79	2.42	4917491	52	ontological term	coriander plant:FOODON_03411381
GCF_009648935.1	99.79	2.42	4917491	52	ifsac_category	herbs
GCF_009648935.1	99.79	2.42	4917491	52	source_type	food
GCF_009648935.1	99.79	2.42	4917491	52	collected_by	OARSA
GCF_009648935.1	99.79	2.42	4917491	52	collection_date	2014-12-10
GCF_009648935.1	99.79	2.42	4917491	52	geo_loc_name	USA:MI
GCF_009648935.1	99.79	2.42	4917491	52	isolate_name_alias	CFSAN086182
GCF_009648935.1	99.79	2.42	4917491	52	lat_lon	missing
GCF_009648935.1	99.79	2.42	4917491	52	strain	MiY-A
GCF_009648935.1	99.79	2.42	4917491	52	PublicAccession	CFSAN086182
GCF_009648935.1	99.79	2.42	4917491	52	Species	braakii
GCF_009648935.1	99.79	2.42	4917491	52	Genus	Citrobacter
GCF_009648935.1	99.79	2.42	4917491	52	project_name	GenomeTrakr
GCF_009648935.1	99.79	2.42	4917491	52	sequenced_by	FDA Center for Food Safety and Applied Nutrition
GCF_000786275.1	99.45	2.18	5040789	52	strain	GTA-CB04
GCF_000786275.1	99.45	2.18	5040789	52	collection_date	2013-11-26
GCF_000786275.1	99.45	2.18	5040789	52	geo_loc_name	Canada: Ontario
GCF_000786275.1	99.45	2.18	5040789	52	isolation_source	Ground beef
GCF_000786275.1	99.45	2.18	5040789	52	sample_type	missing
GCF_001062165.1	99.79	2.49	4909996	52	collected_by	UW clinical laboratory
GCF_001062165.1	99.79	2.49	4909996	52	collection_date	Unknown
GCF_001062165.1	99.79	2.49	4909996	52	geo_loc_name	USA: WA
GCF_001062165.1	99.79	2.49	4909996	52	host	Homo sapiens
GCF_001062165.1	99.79	2.49	4909996	52	host_disease	missing
GCF_001062165.1	99.79	2.49	4909996	52	isolation_source	missing
GCF_001062165.1	99.79	2.49	4909996	52	lat_lon	missing
GCF_001062165.1	99.79	2.49	4909996	52	strain	1175_SENT
GCF_001062165.1	99.79	2.49	4909996	52	note	Originally submitted as 'Salmonella enterica' but changed to 'Citrobacter braakii' in May 2016 because of ANI analysis.
GCF_002073755.2	99.92	1.51	5244290	52	geo_loc_name	USA:DC
GCF_002073755.2	99.92	1.51	5244290	52	collected_by	George Washington University
GCF_002073755.2	99.92	1.51	5244290	52	isolation_source	blood
GCF_002073755.2	99.92	1.51	5244290	52	collection_date	2014-10-24
GCF_002073755.2	99.92	1.51	5244290	52	strain	FDAARGOS_253
